sid,underlying_sid,root,symbol,name,mktdata_type,asset_class,instrument_type,mult,tick_size,start_date,end_date,auto_close_date,exchange_name,calendar_name,ccy,ccy_pair,base_ccy,quote_ccy,expiry_date,notice_date
872,-1,NONE,SYY,SYSCO CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
873,-1,NONE,T,AT&T INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
874,-1,NONE,TAP,MOLSON COORS BREWING CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
875,-1,NONE,TE,TECO ENERGY INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
876,-1,NONE,TEG,"INTEGRYS HOLDING, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
877,-1,NONE,TEK,TEKTRONIX INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
878,-1,NONE,TER,"TERADYNE, INC",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
879,-1,NONE,TEX,TEREX CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
880,-1,NONE,TGT,TARGET CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
881,-1,NONE,THC,TENET HEALTHCARE CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
882,-1,NONE,TIF,TIFFANY & CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
883,-1,NONE,TIN,TEMPLE INLAND INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
884,-1,NONE,TJX,TJX COMPANIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
885,-1,NONE,TLAB,TELLABS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
886,-1,NONE,TMK,TORCHMARK CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
887,-1,NONE,TMO,THERMO FISHER SCIENTIFIC INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
888,-1,NONE,TRB,TRIBUNE CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
889,-1,NONE,TROW,PRICE T ROWE GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
890,-1,NONE,TRV,"TRAVELERS COMPANIES, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
891,-1,NONE,TSN,TYSON FOODS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
892,-1,NONE,TWX,TIME WARNER INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
893,-1,NONE,TXN,TEXAS INSTRUMENTS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
894,-1,NONE,TXT,TEXTRON INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
895,-1,NONE,TXU,TXU CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
896,-1,NONE,TYC,TYCO INTERNATIONAL PLC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
897,-1,NONE,UIS,UNISYS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
898,-1,NONE,UNH,UNITEDHEALTH GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
899,-1,NONE,UNM,UNUM GROUP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
900,-1,NONE,UNP,UNION PACIFIC CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
901,-1,NONE,UPS,UNITED PARCEL SERVICE INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
902,-1,NONE,USB,US BANCORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
903,-1,NONE,UST,UST,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
904,-1,NONE,UTX,UNITED TECHNOLOGIES CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
905,-1,NONE,VAR,VARIAN MEDICAL SYSTEMS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
906,-1,NONE,VFC,V F CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
907,-1,NONE,VIA.B,VIA.B,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
908,-1,NONE,VLO,VALERO ENERGY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
909,-1,NONE,VMC,VULCAN MATERIALS CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
910,-1,NONE,VNO,VORNADO REALTY TRUST,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
911,-1,NONE,VRSN,VERISIGN INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
912,-1,NONE,VZ,VERIZON COMMUNICATIONS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
913,-1,NONE,WAG,WAG,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
914,-1,NONE,WAT,WATERS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
915,-1,NONE,WB,WEIBO CORP (Foreign),0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
916,-1,NONE,WEN,WENDY'S CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
917,-1,NONE,WFC,WELLS FARGO & COMPANY,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
918,-1,NONE,WFMI,WFMI,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
919,-1,NONE,WFT,WEATHERFORD INTERNATIONAL PLC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
920,-1,NONE,WHR,WHIRLPOOL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
921,-1,NONE,WIN,"WINDSTREAM HOLDINGS, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
922,-1,NONE,WLP,WLP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
923,-1,NONE,WM,WASTE MANAGEMENT INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
924,-1,NONE,WMB,WILLIAMS COMPANIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
925,-1,NONE,WMI,WMI,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
926,-1,NONE,WMT,WALMART INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
927,-1,NONE,WPI,WPI,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
928,-1,NONE,WU,WESTERN UNION CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
929,-1,NONE,WWY,WRIGLEY WM JR CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
930,-1,NONE,WY,WEYERHAEUSER CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
931,-1,NONE,WYE,WYETH,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
932,-1,NONE,WYN,WYNDHAM WORLDWIDE CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
933,-1,NONE,X,UNITED STATES STEEL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
934,-1,NONE,XEL,XCEL ENERGY INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
935,-1,NONE,XL,XL GROUP LTD,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
936,-1,NONE,XLNX,XILINX INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
937,-1,NONE,XOM,EXXON MOBIL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
938,-1,NONE,XRX,XEROX CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
939,-1,NONE,XTO,XTO ENERGY INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
940,-1,NONE,YHOO,YHOO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
941,-1,NONE,YUM,YUM BRANDS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
942,-1,NONE,ZION,ZIONS BANCORPORATION,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
943,-1,NONE,ZMH,ZMH,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
944,-1,NONE,USD/BASKET,USD Broad Basket,0,1,0,1,0.0001,1.18E+18,1.18E+18,1.18E+18,FRED,FXCM,BASKET,USD/BASKET,USD,BASKET,0,0
945,-1,NONE,EUR/USD,EUR vs USD,0,1,0,1,0.0001,1.18E+18,1.18E+18,1.18E+18,FXCM,FXCM,USD,EUR/USD,EUR,USD,0,0
946,-1,NONE,GBP/USD,GBP vs USD,0,1,0,1,0.0001,1.18E+18,1.18E+18,1.18E+18,FXCM,FXCM,USD,GBP/USD,GBP,USD,0,0
