sid,underlying_sid,root,symbol,name,mktdata_type,asset_class,instrument_type,mult,tick_size,start_date,end_date,auto_close_date,exchange_name,calendar_name,ccy,ccy_pair,base_ccy,quote_ccy,expiry_date,notice_date
430,422,RAMCOCEM,RAMCOCEM-I,RAMCOCEM FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
431,438,MANAPPURAM,MANAPPURAM-I,MANAPPURAM FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
432,-1,NONE,ICICIPRULI,ICICIPRULI,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
433,432,ICICIPRULI,ICICIPRULI-I,ICICIPRULI FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
434,436,CHENNPETRO,CHENNPETRO-I,CHENNPETRO FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
435,-1,NONE,REPCOHOME,REPCOHOME,0,0,0,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
436,-1,NONE,CHENNPETRO,CHENNPETRO,0,0,0,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
437,440,SREINFRA,SREINFRA-I,SREINFRA FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
438,-1,NONE,MANAPPURAM,MANAPPURAM,0,0,0,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
439,435,REPCOHOME,REPCOHOME-I,REPCOHOME FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
440,-1,NONE,SREINFRA,SREINFRA,0,0,0,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
441,-1,NONE,RNAVAL,RNAVAL,0,0,0,1,0.01,1.51E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
442,441,RNAVAL,RNAVAL-I,RNAVAL FIRST FUTURES,0,0,1,1,0.01,1.51E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
443,-1,NONE,SPY,S&P500 ETF,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
444,-1,NONE,A,AGILENT TECHNOLOGIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
445,-1,NONE,AA,ALCOA CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
446,-1,NONE,AAPL,APPLE INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
447,-1,NONE,ABC,AMERISOURCEBERGEN CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
448,-1,NONE,ABI,ABI,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
449,-1,NONE,ABK,ABK,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
450,-1,NONE,ABT,ABBOTT LABORATORIES,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
451,-1,NONE,ACE,ACE,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
452,-1,NONE,ACS,AFFILIATED COMPUTER SERVICES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
453,-1,NONE,ADBE,ADOBE SYSTEMS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
454,-1,NONE,ADCT,ADC TELECOMMUNICATIONS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
455,-1,NONE,ADI,ANALOG DEVICES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
456,-1,NONE,ADM,ARCHER DANIELS MIDLAND CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
457,-1,NONE,ADP,AUTOMATIC DATA PROCESSING INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
458,-1,NONE,ADSK,AUTODESK INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
459,-1,NONE,AEE,AMEREN CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
460,-1,NONE,AEP,AMERICAN ELECTRIC POWER CO INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
461,-1,NONE,AES,AES CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
462,-1,NONE,AET,AETNA INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
463,-1,NONE,AFL,AFLAC INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
464,-1,NONE,AGN,ALLERGAN PLC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
465,-1,NONE,AIG,AMERICAN INTERNATIONAL GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
466,-1,NONE,AIV,APARTMENT INVESTMENT & MANAGEMENT CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
467,-1,NONE,AIZ,ASSURANT INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
468,-1,NONE,ALL,ALLSTATE CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
469,-1,NONE,ALTR,ALTAIR ENGINEERING INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
470,-1,NONE,AMAT,APPLIED MATERIALS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
471,-1,NONE,AMD,ADVANCED MICRO DEVICES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
472,-1,NONE,AMGN,AMGEN INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
473,-1,NONE,AMP,AMERIPRISE FINANCIAL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
474,-1,NONE,AMZN,AMAZON COM INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
475,-1,NONE,AN,"AUTONATION, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
476,-1,NONE,ANF,ABERCROMBIE & FITCH CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
477,-1,NONE,AOC,AOC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
478,-1,NONE,APA,APACHE CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
479,-1,NONE,APC,ANADARKO PETROLEUM CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
480,-1,NONE,APD,AIR PRODUCTS & CHEMICALS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
481,-1,NONE,APOL,APOLLO EDUCATION GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
482,-1,NONE,ASD,ASD,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
483,-1,NONE,ASH,ASHLAND GLOBAL HOLDINGS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
484,-1,NONE,ASN,ARCHSTONE SMITH TRUST,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
485,-1,NONE,AT,ATLANTIC POWER CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
486,-1,NONE,ATI,ALLEGHENY TECHNOLOGIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
487,-1,NONE,AV,AV,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
488,-1,NONE,AVB,AVALONBAY COMMUNITIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
489,-1,NONE,AVP,AVON PRODUCTS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
490,-1,NONE,AVY,AVERY DENNISON CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
491,-1,NONE,AW,"ALLIED WASTE INDUSTRIES, LLC",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
492,-1,NONE,AXP,AMERICAN EXPRESS CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
493,-1,NONE,AYE,"ALLEGHENY ENERGY, INC",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
494,-1,NONE,AZO,AUTOZONE INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
495,-1,NONE,BA,BOEING CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
496,-1,NONE,BAC,BANK OF AMERICA CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
497,-1,NONE,BAX,BAXTER INTERNATIONAL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
498,-1,NONE,BBBY,BED BATH & BEYOND INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
499,-1,NONE,BBT,BB&T CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
500,-1,NONE,BBY,BEST BUY CO INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
501,-1,NONE,BC,BRUNSWICK CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
502,-1,NONE,BCR,BARD C R INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
503,-1,NONE,BDK,BLACK & DECKER CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
504,-1,NONE,BDX,BECTON DICKINSON & CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
505,-1,NONE,BEN,FRANKLIN RESOURCES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
506,-1,NONE,BF.B,BF.B,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
507,-1,NONE,BHI,BAKER HUGHES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
508,-1,NONE,BIG,BIG LOTS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
509,-1,NONE,BIIB,BIOGEN INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
510,-1,NONE,BJS,BJ SERVICES CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
511,-1,NONE,BK,BANK OF NEW YORK MELLON CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
512,-1,NONE,BLL,BALL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
513,-1,NONE,BMC,BMC SOFTWARE INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
514,-1,NONE,BMET,BIOMET INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
515,-1,NONE,BMS,BEMIS CO INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
516,-1,NONE,BMY,BRISTOL MYERS SQUIBB CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
517,-1,NONE,BNI,"BURLINGTON NORTHERN SANTA FE, LLC",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
518,-1,NONE,BOL,BAUSCH & LOMB INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
519,-1,NONE,BRCM,BROADCOM CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
520,-1,NONE,BRL,BARR PHARMACEUTICALS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
521,-1,NONE,BSC,BEAR STEARNS COMPANIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
522,-1,NONE,BSX,BOSTON SCIENTIFIC CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
523,-1,NONE,BTU,PEABODY ENERGY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
524,-1,NONE,BUD,ANHEUSER-BUSCH INBEV SA (Foreign),0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
525,-1,NONE,BXP,BOSTON PROPERTIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
526,-1,NONE,C,CITIGROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
527,-1,NONE,CA,"CA, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
528,-1,NONE,CAG,CONAGRA BRANDS INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
529,-1,NONE,CAH,CARDINAL HEALTH INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
530,-1,NONE,CAT,CATERPILLAR INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
531,-1,NONE,CB,CHUBB LTD,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
532,-1,NONE,CBE,COOPER INDUSTRIES PLC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
533,-1,NONE,CBG,"CBRE GROUP, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
534,-1,NONE,CBH,CBH,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
535,-1,NONE,CBS,CBS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
536,-1,NONE,CBSS,COMPASS BANCSHARES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
537,-1,NONE,CC,CHEMOURS CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
538,-1,NONE,CCE,COCA-COLA EUROPEAN PARTNERS PLC (Foreign),0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
539,-1,NONE,CCL,CARNIVAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
540,-1,NONE,CCU,COMPANIA CERVECERIAS UNIDAS S.A. (Foreign),0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
541,-1,NONE,CEG,CONSTELLATION ENERGY GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
542,-1,NONE,CELG,CELGENE CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
543,-1,NONE,CFC,COUNTRYWIDE FINANCIAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
544,-1,NONE,CHK,CHESAPEAKE ENERGY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
545,-1,NONE,CHRW,C H ROBINSON WORLDWIDE INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
546,-1,NONE,CI,CIGNA CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
547,-1,NONE,CIEN,CIENA CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
548,-1,NONE,CINF,CINCINNATI FINANCIAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
549,-1,NONE,CIT,CIT GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
550,-1,NONE,CL,COLGATE PALMOLIVE CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
551,-1,NONE,CLX,CLOROX CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
552,-1,NONE,CMA,COMERICA INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
553,-1,NONE,CMCSA,COMCAST CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
554,-1,NONE,CME,CME GROUP INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
555,-1,NONE,CMI,CUMMINS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
556,-1,NONE,CMS,CMS ENERGY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
557,-1,NONE,CNP,CENTERPOINT ENERGY INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
558,-1,NONE,CNX,CNX RESOURCES CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
559,-1,NONE,COF,CAPITAL ONE FINANCIAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
560,-1,NONE,COH,COH,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
561,-1,NONE,COL,ROCKWELL COLLINS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
562,-1,NONE,COP,CONOCOPHILLIPS,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
563,-1,NONE,COST,COSTCO WHOLESALE CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
564,-1,NONE,CPB,CAMPBELL SOUP CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
565,-1,NONE,CPWR,COMPUWARE CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
566,-1,NONE,CSC,COMPUTER SCIENCES CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
567,-1,NONE,CSCO,"CISCO SYSTEMS, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
568,-1,NONE,CSX,CSX CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
569,-1,NONE,CTAS,CINTAS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
570,-1,NONE,CTL,"CENTURYLINK, INC",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
571,-1,NONE,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
572,-1,NONE,CTX,CENTEX CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
573,-1,NONE,CTXS,CITRIX SYSTEMS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
574,-1,NONE,CVG,CONVERGYS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
575,-1,NONE,CVH,COVENTRY HEALTH CARE INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
